sep=;
SIN;LAST NAME;FIRST NAME;GENDER;EMAIL;BIRTHDATE;ADDRESS;LANGUAGE;SALARY;MARITAL STATUS;EMPLOYEE NUMBER;HIRE DATE;INSURANCE;FAKETAG
450725635;SUE;WARD;F;SUE.WARD@outlook.com;1944-11-19;4 Elm Street, Windsor VT 05089;E;248499$;divorced;088362;2006-09-19;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
455651653;JARED;FRANKS;M;JARED.FRANKS@hotmail.com;1936-07-02;1711 Lore Road, Anchorage AK 99507;F;226138$;common-law partner;391006;1989-06-04;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
534616016;MARSHALL;BOWMAN;M;MARSHALL.BOWMAN@outlook.com;1935-08-03;7998 Chase Circle, Arvada CO 80003;E;87104$;maried;701510;2002-03-21;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
773055876;KRISTINA;PRICE;F;KRISTINA.PRICE@gmail.com;1924-06-28;736 Sicard Street Southeast, Washington DC 20003;E;181384$;widowed;772343;1974-01-06;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
562346775;AMALIA;WATERS;F;AMALIA.WATERS@outlook.com;1921-07-31;2716 30th Street Southeast, Washington DC 20020;E;289694$;common-law partner;002482;1973-01-20;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
283783413;MARIE;SANDOVAL;F;MARIE.SANDOVAL@agc.ia.ca;1989-06-06;65 Lowry Road, Falmouth MA 02540;F;114074$;maried;982607;1972-11-08;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
566081188;ANTONY;CARNEY;M;ANTONY.CARNEY@hotmail.com;1943-03-19;463 East Rutgers Loop, Montgomery AL 36109;F;172049$;widowed;744104;1998-02-28;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
128003761;MATTIE;VASQUEZ;F;MATTIE.VASQUEZ@agc.ia.ca;1931-10-02;1613 Maple Timber Court, Nashville TN 37013;E;122738$;single;941563;2019-05-10;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
611466434;VILMA;MANNING;F;VILMA.MANNING@hotmail.com;1952-11-03;519 West 75th Avenue, Anchorage AK 99518;F;200025$;divorced;463445;2018-05-28;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
168250256;MARTA;PALMER;F;MARTA.PALMER@gmail.com;1920-06-10;403 Turkey Creek Road, Mathews AL 36052;F;181563$;single;273831;1976-09-18;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
366031532;JULIE;JOHNSTON;F;JULIE.JOHNSTON@ia.ca;1969-04-18;35 Lakewood Circle South, Manchester CT 06040;F;38952$;divorced;716168;2004-08-17;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
513021741;AUGUST;HOLCOMB;M;AUGUST.HOLCOMB@hotmail.com;1978-06-28;2747 68th Avenue, Oakland CA 94605;F;268935$;common-law partner;307672;1970-10-25;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
737306159;HALEY;MCKENZIE;F;HALEY.MCKENZIE@gmail.com;1931-02-20;1 Kempf Drive, Easton MA 02375;F;224641$;widowed;015725;1998-12-09;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
366617850;ARLINE;MERRITT;F;ARLINE.MERRITT@outlook.com;1920-03-11;513 Habberton Road, Fayetteville AR 72703;F;39682$;single;430461;1989-03-03;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
724451463;CHASE;JARVIS;M;CHASE.JARVIS@gmail.com;1986-06-21;632 Belmar Drive, Edmond OK 73025;F;244319$;single;944952;2006-04-25;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
713172534;JAYNE;FARRELL;F;JAYNE.FARRELL@ia.ca;1983-12-06;1309 Columbia Road Northwest, Washington DC 20009;F;166642$;maried;459834;1991-06-21;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
353107824;YVONNE;CANTRELL;F;YVONNE.CANTRELL@outlook.com;1932-02-24;6505 South Lagoon Drive, Panama City Beach FL 32408;E;221098$;common-law partner;428123;1987-12-30;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
512277187;DENA;RICH;F;DENA.RICH@agc.ia.ca;1927-09-02;1806 Boscobel Street, Nashville TN 37206;E;230095$;single;672544;2011-04-14;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
578516288;JODIE;JOHNSON;F;JODIE.JOHNSON@hotmail.com;1970-07-06;20930 Todd Valley Road, Foresthill CA 95631;E;190517$;widowed;387012;1989-12-30;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
212166086;DARLA;DRAKE;F;DARLA.DRAKE@agc.ia.ca;1998-06-20;3504 East 16th Avenue, Anchorage AK 99508;E;63794$;common-law partner;433118;1981-04-03;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
586645780;RONNY;ALSTON;M;RONNY.ALSTON@agc.ia.ca;1970-01-11;9176 Ellis Way, Arvada CO 80005;E;210165$;single;660182;2006-11-25;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
660745415;IRENE;MULLEN;F;IRENE.MULLEN@agc.ia.ca;1944-11-14;4438 Maine Avenue, Baldwin Park CA 91706;E;31010$;common-law partner;177962;2002-02-13;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
678135773;GLEN;SKINNER;M;GLEN.SKINNER@hotmail.com;1955-06-22;2902 Flint Street, Union City CA 94587;E;264231$;divorced;113835;1996-04-23;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
152860367;AUGUSTA;SAUNDERS;F;AUGUSTA.SAUNDERS@hotmail.com;1949-04-11;119 Antioch Pike, Nashville TN 37211;E;284955$;maried;570423;1995-08-21;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
624078119;MEREDITH;ROBLES;F;MEREDITH.ROBLES@ia.ca;1962-11-13;4714 Narrow Lane Road, Montgomery AL 36116;F;60411$;single;887446;1972-04-14;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
244763645;APRIL;SHIELDS;F;APRIL.SHIELDS@hotmail.com;1948-05-20;412 West Ila Street, Fayetteville AR 72701;E;43825$;divorced;443759;1970-12-16;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
456583517;NAPOLEON;BARKER;M;NAPOLEON.BARKER@outlook.com;1960-10-08;12 Red Fox Drive, Savannah GA 31419;F;121431$;widowed;203314;2012-02-20;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
248574857;CHARLOTTE;HIGGINS;F;CHARLOTTE.HIGGINS@outlook.com;1968-12-16;20250 North 67th Avenue, Glendale AZ 85308;E;98988$;common-law partner;873903;1986-09-29;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
336027644;NESTOR;BERGER;M;NESTOR.BERGER@outlook.com;1920-01-19;882 Plantation Way, Montgomery AL 36117;F;272795$;single;118532;1990-08-04;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
243024205;BEATRIZ;PERRY;F;BEATRIZ.PERRY@outlook.com;1978-12-02;3500 Blanchard Drive Southwest, Washington DC 20032;F;140146$;divorced;945268;2005-05-04;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
743048571;BRIGITTE;LANGLEY;F;BRIGITTE.LANGLEY@hotmail.com;1988-05-08;11865 West 74th Avenue, Arvada CO 80005;F;103290$;maried;095908;1991-08-15;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
648220747;CLINT;DICKSON;M;CLINT.DICKSON@ia.ca;1932-11-30;2755 Country Drive, Fremont CA 94536;E;131395$;divorced;601931;2009-10-27;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
616813085;JASON;HURLEY;M;JASON.HURLEY@gmail.com;1957-03-04;1537 Northwest 123rd Street, Oklahoma City OK 73120;E;102388$;single;132155;2014-07-27;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
387654403;VIRGIE;WALTON;F;VIRGIE.WALTON@gmail.com;1993-01-29;125 John Street, Santa Cruz CA 95060;F;172557$;common-law partner;898500;2019-09-02;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
255135766;ROBBIE;MICHAEL;M;ROBBIE.MICHAEL@ia.ca;1931-11-30;110 Elmwood Avenue, Barre VT 05641;F;244734$;divorced;768264;2007-04-08;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
310223730;BRANDI;RASMUSSEN;F;BRANDI.RASMUSSEN@outlook.com;1921-03-27;1452 55th Avenue, Oakland CA 94621;F;194607$;single;320073;2018-08-24;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
752308031;NINA;GRAVES;F;NINA.GRAVES@ia.ca;1937-12-26;355 Gillette Road, Nashville TN 37211;E;138336$;widowed;306840;2009-03-30;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
146576020;TRISTAN;JUAREZ;M;TRISTAN.JUAREZ@agc.ia.ca;1997-01-29;5444 Nicole Boulevard, Panama City FL 32404;F;273830$;widowed;217788;1982-03-07;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
168627735;DELORIS;RAYMOND;F;DELORIS.RAYMOND@gmail.com;1933-06-15;33 South Hill Avenue, Fayetteville AR 72701;E;189638$;maried;754779;1986-11-11;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
347731457;CLIFTON;FISHER;M;CLIFTON.FISHER@outlook.com;1963-07-15;52 Oleary Drive, Manchester CT 06040;F;154652$;maried;994376;1977-03-27;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
483780359;ED;TERRELL;M;ED.TERRELL@hotmail.com;1951-10-03;11522 Country Spring Court, Cupertino CA 95014;E;154455$;common-law partner;278299;1989-05-26;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
685300717;MAURO;VELEZ;M;MAURO.VELEZ@agc.ia.ca;1936-07-21;2811 Battery Place Northwest, Washington DC 20016;F;47129$;divorced;388454;2009-10-01;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
556546869;JAIME;WILKINSON;F;JAIME.WILKINSON@outlook.com;1977-11-22;2455 Manchester Drive, The Village OK 73120;F;116596$;widowed;421367;1996-06-30;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
373737741;AMPARO;WHITNEY;F;AMPARO.WHITNEY@hotmail.com;1982-07-16;9134 Brook Park Drive, Montgomery AL 36117;F;174120$;single;319704;1999-04-27;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
453400731;KELVIN;MANN;M;KELVIN.MANN@gmail.com;1984-09-02;1208 Elkader Court North, Nashville TN 37013;E;61838$;maried;051990;1987-04-29;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
263340879;DAISY;HILL;F;DAISY.HILL@ia.ca;1927-11-07;5821 Taft Street, Arvada CO 80004;F;182444$;divorced;409270;1995-02-18;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
725735112;ALFRED;WINTERS;M;ALFRED.WINTERS@outlook.com;1923-11-23;33 Linscott Road, Hingham MA 02043;E;244245$;divorced;544284;1987-06-22;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
174507525;FRANK;LEONARD;M;FRANK.LEONARD@ia.ca;1951-11-23;281 MacArthur Boulevard, Oakland CA 94610;F;237661$;common-law partner;594960;1987-11-06;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
630011740;JAKE;SWANSON;M;JAKE.SWANSON@hotmail.com;1968-03-20;4255 Tanager Common, Fremont CA 94555;F;69738$;single;585128;1988-05-24;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
534810247;JACKLYN;WHITFIELD;F;JACKLYN.WHITFIELD@outlook.com;1996-03-27;260 Rio Del Mar Boulevard, Aptos CA 95003;F;193336$;common-law partner;385871;2006-11-05;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
604204552;FREDERIC;STEWART;M;FREDERIC.STEWART@outlook.com;1947-11-27;6990 Pierson Street, Arvada CO 80004;F;246404$;divorced;045695;2009-06-08;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
327472569;MARINA;PENA;F;MARINA.PENA@gmail.com;1976-08-20;125 John Street, Santa Cruz CA 95060;E;67897$;common-law partner;785134;2015-10-18;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
665453361;LEMUEL;CALLAHAN;M;LEMUEL.CALLAHAN@ia.ca;1944-10-06;1711 Lore Road, Anchorage AK 99507;F;255797$;divorced;921409;1998-07-28;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
151072329;SUSAN;MEDINA;F;SUSAN.MEDINA@gmail.com;1995-05-13;1809 Cedar Drive, Severn MD 21144;F;26213$;single;754017;2004-07-28;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
773386263;JOHNATHON;CHAPMAN;M;JOHNATHON.CHAPMAN@gmail.com;1922-09-07;65 Clark Street, Newton MA 02459;E;152564$;widowed;408118;2018-11-27;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
258061233;ERIKA;KERR;F;ERIKA.KERR@agc.ia.ca;1990-04-24;6451 West Bell Road, Glendale AZ 85308;E;141877$;divorced;782081;1979-02-12;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
756170551;CHRISTIE;LARSEN;F;CHRISTIE.LARSEN@hotmail.com;1967-04-05;335 C Street Southeast, Washington DC 20003;E;42613$;common-law partner;029745;1975-06-16;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
323355636;HARRIET;POWELL;F;HARRIET.POWELL@gmail.com;1987-01-10;74 Ranch Drive, Montgomery AL 36109;E;227177$;widowed;195132;2022-09-30;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
506172709;COLLIN;MEYERS;M;COLLIN.MEYERS@ia.ca;1936-03-09;87 Horseshoe Drive, West Windsor VT 05037;F;238600$;common-law partner;289661;2012-12-29;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
104872627;VAUGHN;HENDRIX;M;VAUGHN.HENDRIX@gmail.com;1979-06-29;22649 McManus Drive, Anchorage AK 99567;F;109528$;common-law partner;420155;1993-04-30;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
164260853;ANGIE;RICHARDS;F;ANGIE.RICHARDS@agc.ia.ca;1968-09-11;450 Kinhawk Drive, Nashville TN 37211;E;71744$;common-law partner;645274;2009-03-24;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
370426447;CRUZ;FERNANDEZ;M;CRUZ.FERNANDEZ@ia.ca;1976-02-16;7841 North 59th Lane, Glendale AZ 85301;F;127823$;maried;398470;2009-11-08;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
337552103;BRIDGETT;WILLIAMSON;F;BRIDGETT.WILLIAMSON@ia.ca;1958-03-03;3321 Furman Boulevard, Louisville KY 40220;F;144669$;widowed;263458;2015-01-02;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
467146536;JOHNATHON;KENNEDY;M;JOHNATHON.KENNEDY@agc.ia.ca;1999-10-18;9515 West 74th Avenue, Arvada CO 80005;E;143717$;common-law partner;761501;1994-09-18;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
537382384;QUINN;KELLY;M;QUINN.KELLY@hotmail.com;1951-08-29;509 Franklin Street Northeast, Washington DC 20017;F;229804$;single;709262;2016-07-06;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
165131376;REGINA;VEGA;F;REGINA.VEGA@agc.ia.ca;1933-11-02;119 Antioch Pike, Nashville TN 37211;F;260365$;widowed;814652;1991-09-27;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
733381446;SOPHIA;COLLIER;F;SOPHIA.COLLIER@agc.ia.ca;1996-03-12;2604 13th Street, Savannah GA 31408;E;297732$;maried;306505;1999-02-17;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
148474059;BURL;FINCH;M;BURL.FINCH@agc.ia.ca;1934-08-04;6214 Herzog Street, Oakland CA 94608;F;155142$;maried;416881;1984-11-14;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
318673274;FIDEL;VALENCIA;M;FIDEL.VALENCIA@ia.ca;1940-05-09;4617 East 3rd Street, Panama City FL 32404;F;24209$;common-law partner;883347;2001-10-12;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
385612015;ESMERALDA;ROY;F;ESMERALDA.ROY@hotmail.com;1940-12-26;1430 East Audubon Road, Montgomery AL 36111;E;266358$;maried;970991;2022-09-22;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
273626572;MEGHAN;MCCARTHY;F;MEGHAN.MCCARTHY@outlook.com;1985-05-16;8820 Vaughn Road, Montgomery AL 36117;F;65790$;divorced;683762;1971-11-05;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
182270116;EDDIE;MAYS;M;EDDIE.MAYS@agc.ia.ca;1945-11-01;2508 Grant Avenue, Panama City FL 32405;E;130141$;widowed;812770;2004-08-29;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
111533063;ROSETTA;JENKINS;F;ROSETTA.JENKINS@outlook.com;1994-10-31;3118 Sora Avenue, Louisville KY 40213;F;135706$;divorced;539118;1973-07-18;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
132143447;LOIS;LEACH;F;LOIS.LEACH@gmail.com;1953-05-01;2543 The Meadows, Montgomery AL 36116;E;232040$;common-law partner;649101;1981-01-11;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
473166080;CARA;HARTMAN;F;CARA.HARTMAN@hotmail.com;1967-09-08;1810 Orchard Place, Anchorage AK 99502;F;85781$;widowed;665195;2011-03-20;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
388647042;RHEA;FITZGERALD;F;RHEA.FITZGERALD@outlook.com;1991-05-26;269 Park Street, North Reading MA 01864;F;108574$;common-law partner;848669;2016-10-09;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
742380785;LUELLA;SNIDER;F;LUELLA.SNIDER@agc.ia.ca;1926-01-25;145 Grau Drive, Fremont CA 94536;E;269136$;single;222063;2021-02-01;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
582730289;LORENZO;HOBBS;M;LORENZO.HOBBS@agc.ia.ca;1940-07-28;2036 Hermitage Hills Drive, Gambrills MD 21054;E;179807$;widowed;591082;1984-05-16;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
531034007;CLARA;NELSON;F;CLARA.NELSON@agc.ia.ca;1928-02-02;915 Heath Drive, Montgomery AL 36108;F;173952$;maried;676190;1987-12-09;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
180741621;MARYLOU;STONE;F;MARYLOU.STONE@gmail.com;1992-06-01;2903 West 31st Avenue, Anchorage AK 99517;F;182389$;divorced;318226;1991-03-04;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
467774832;ZACHERY;FOSTER;M;ZACHERY.FOSTER@outlook.com;1988-02-22;74 Springfield Street, Agawam MA 01001;F;81221$;single;828753;2006-04-18;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
766278022;RODNEY;ROCHA;M;RODNEY.ROCHA@outlook.com;1945-12-01;2212 Greenville Street, Montgomery AL 36107;E;201351$;common-law partner;207202;1999-07-12;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
253158513;CHELSEA;BATES;F;CHELSEA.BATES@agc.ia.ca;1968-03-09;5378 Allison Street, Arvada CO 80002;E;35983$;widowed;047937;1986-05-17;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
131217606;CLYDE;BRYAN;M;CLYDE.BRYAN@hotmail.com;1985-10-11;3179 18th Street Northwest, Washington DC 20010;F;298604$;common-law partner;850666;2007-07-08;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
678512773;SIMONE;RHODES;F;SIMONE.RHODES@hotmail.com;1954-06-09;8474 Chase Drive, Arvada CO 80003;E;157280$;widowed;436799;1979-09-19;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
477873111;DEENA;GUTIERREZ;F;DEENA.GUTIERREZ@ia.ca;1993-12-10;412 West Ila Street, Fayetteville AR 72701;E;162559$;maried;585807;1998-04-16;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
226414753;WILEY;STEWART;M;WILEY.STEWART@outlook.com;1950-10-23;189 Dalton Avenue, Pittsfield MA 01201;F;292278$;common-law partner;186422;2018-12-29;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
371268707;ROYCE;COMPTON;M;ROYCE.COMPTON@gmail.com;1921-01-11;8474 Chase Drive, Arvada CO 80003;F;58636$;single;045485;2003-08-02;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
232380071;DEBRA;HENRY;F;DEBRA.HENRY@outlook.com;1988-11-14;8522 Ingalls Circle, Arvada CO 80003;F;77885$;divorced;077589;2016-01-23;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
715143335;ISAIAH;FOX;M;ISAIAH.FOX@hotmail.com;1966-04-30;5811 Crossings Boulevard, Nashville TN 37013;E;112018$;common-law partner;669164;2019-09-06;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
122687304;ROGER;BERGER;M;ROGER.BERGER@outlook.com;1948-03-16;6725 Pamela Court, Montgomery AL 36116;F;204793$;widowed;903826;1971-11-10;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
514012152;LORENZO;GIBSON;M;LORENZO.GIBSON@outlook.com;1970-12-13;8376 Albacore Drive, Pasadena MD 21122;E;35995$;widowed;012612;2020-10-06;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
222042343;ELOISE;HUTCHINSON;F;ELOISE.HUTCHINSON@outlook.com;1954-10-05;1806 Boscobel Street, Nashville TN 37206;E;147327$;maried;668785;2018-04-10;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
284232451;SHARON;HENDRIX;F;SHARON.HENDRIX@hotmail.com;1921-03-14;2042 High Street, Oakland CA 94601;F;91435$;single;223419;1996-05-29;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
262720824;WILLIE;HENRY;F;WILLIE.HENRY@outlook.com;1993-08-05;264 Crest Drive, Soldotna AK 99669;E;239208$;common-law partner;461941;1989-04-17;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
176021103;ELIZABETH;WOOTEN;F;ELIZABETH.WOOTEN@agc.ia.ca;1931-06-25;4719 West Cochise Drive, Glendale AZ 85302;E;207411$;divorced;776115;1977-01-19;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
628056574;DOMINIC;CASH;M;DOMINIC.CASH@agc.ia.ca;1995-10-09;5444 Nicole Boulevard, Panama City FL 32404;F;112151$;common-law partner;676906;1999-03-06;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
346134406;LOU;GOFF;F;LOU.GOFF@hotmail.com;1999-12-10;716 Waller Road, Brentwood TN 37027;F;79457$;common-law partner;926466;1993-04-20;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
225757574;DINA;CASE;F;DINA.CASE@ia.ca;1939-08-26;2318 Camryns Crossing, Panama City FL 32405;E;79217$;divorced;714860;1988-12-26;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
552343220;CAROLE;FRANKS;F;CAROLE.FRANKS@agc.ia.ca;1926-11-23;1559 Alabama Avenue Southeast, Washington DC 20032;F;110073$;common-law partner;379652;1989-10-07;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
254151186;CASEY;BATTLE;M;CASEY.BATTLE@agc.ia.ca;1956-11-06;6925 Lariat Lane, Castro Valley CA 94552;E;150372$;widowed;973283;1979-05-29;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
538446444;ANTHONY;CRAIG;M;ANTHONY.CRAIG@agc.ia.ca;1949-09-18;1600 20th Street Northwest, Washington DC 20009;E;192870$;widowed;376877;2015-10-17;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
116322470;KATY;WATTS;F;KATY.WATTS@ia.ca;1996-02-08;5065 North 54th Avenue, Glendale AZ 85301;E;165354$;common-law partner;294760;1981-06-30;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
117380436;ESTHER;SIMS;F;ESTHER.SIMS@outlook.com;1944-10-18;51185 Helmsman Street, Kenai AK 99611;E;294022$;maried;010611;1999-11-18;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
465043313;DIANNA;POWERS;F;DIANNA.POWERS@outlook.com;1962-03-12;39 Cottage Street, Athol MA 01331;F;113271$;widowed;269955;2011-04-07;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
472508134;HANS;PRATT;M;HANS.PRATT@hotmail.com;1990-11-24;119 Antioch Pike, Nashville TN 37211;E;70437$;common-law partner;188846;2002-09-01;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
586187833;BECKY;WISE;F;BECKY.WISE@ia.ca;1989-12-02;9920 West 81st Avenue, Arvada CO 80005;E;123165$;single;815061;1975-04-19;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
643324221;HOLLY;TURNER;F;HOLLY.TURNER@gmail.com;1952-10-19;3377 Sandstone Court, Pleasanton CA 94588;E;83087$;maried;939972;2011-02-12;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
456676188;SHARON;THOMPSON;F;SHARON.THOMPSON@agc.ia.ca;1930-06-04;33 South Hill Avenue, Fayetteville AR 72701;F;261248$;divorced;250221;2015-12-14;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
465116044;TERRY;SAVAGE;M;TERRY.SAVAGE@ia.ca;1941-08-14;4695 East Huntsville Road, Fayetteville AR 72701;F;246545$;widowed;071322;2003-02-05;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
647811629;KARIN;WILEY;F;KARIN.WILEY@gmail.com;1931-04-27;732 Kevin Court, Oakland CA 94621;F;243497$;divorced;640481;1980-11-10;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
321650376;LILIANA;RAYMOND;F;LILIANA.RAYMOND@outlook.com;1932-03-10;814 South Pickard Avenue, Norman OK 73069;F;240018$;maried;631721;1981-09-07;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
746240829;DEWITT;HOWELL;M;DEWITT.HOWELL@gmail.com;1966-04-14;2455 Manchester Drive, The Village OK 73120;F;241496$;widowed;751531;1983-12-01;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
106358658;PENELOPE;HANEY;F;PENELOPE.HANEY@gmail.com;1992-01-01;429 Patterson Street, Nashville TN 37211;F;21441$;common-law partner;235636;2007-07-30;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
545864134;HILLARY;RODRIGUEZ;F;HILLARY.RODRIGUEZ@agc.ia.ca;1999-10-02;6729 North 54th Avenue, Glendale AZ 85301;E;130876$;divorced;004835;1989-07-12;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
714232212;RHEA;SANFORD;F;RHEA.SANFORD@ia.ca;1993-09-04;18 Densmore Drive, Essex VT 05452;E;53383$;widowed;293555;1993-12-31;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
131125163;ORVILLE;FERRELL;M;ORVILLE.FERRELL@ia.ca;1936-06-04;1713 Arrow Cove Lane, Annapolis MD 21401;E;222882$;single;081896;1972-05-01;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
100480748;LOU;POTTS;F;LOU.POTTS@agc.ia.ca;1937-09-09;1745 T Street Southeast, Washington DC 20020;F;181999$;single;486903;1973-05-05;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
